tif_file,sample_key,spaceflight,time,material_type,rna_available,rna_sample_name,tif_relpath,modality
LSDS-55_microscopy_G1..1001.tif,G1.1,Ground,1,Cells,False,,LSDS-55_microscopy_G1..1001.tif,microscopy
LSDS-55_microscopy_G1.1.tif,G1.1,Ground,1,Cells,False,,LSDS-55_microscopy_G1.1.tif,microscopy
LSDS-55_microscopy_G1.1002.tif,G1.1,Ground,1,Cells,False,,LSDS-55_microscopy_G1.1002.tif,microscopy
LSDS-55_microscopy_G1.1003.tif,G1.1,Ground,1,Cells,False,,LSDS-55_microscopy_G1.1003.tif,microscopy
LSDS-55_microscopy_G1.2.tif,G1.2,Ground,1,Cells,False,,LSDS-55_microscopy_G1.2.tif,microscopy
LSDS-55_microscopy_G1.2001.tif,G1.2,Ground,1,Cells,False,,LSDS-55_microscopy_G1.2001.tif,microscopy
LSDS-55_microscopy_G1.2002.tif,G1.2,Ground,1,Cells,False,,LSDS-55_microscopy_G1.2002.tif,microscopy
LSDS-55_microscopy_G1.2003.tif,G1.2,Ground,1,Cells,False,,LSDS-55_microscopy_G1.2003.tif,microscopy
LSDS-55_microscopy_G1.3.tif,G1.3,Ground,1,Cells,False,,LSDS-55_microscopy_G1.3.tif,microscopy
LSDS-55_microscopy_G1.3001.tif,G1.3,Ground,1,Cells,False,,LSDS-55_microscopy_G1.3001.tif,microscopy
LSDS-55_microscopy_G1.3002.tif,G1.3,Ground,1,Cells,False,,LSDS-55_microscopy_G1.3002.tif,microscopy
LSDS-55_microscopy_G1.3003.tif,G1.3,Ground,1,Cells,False,,LSDS-55_microscopy_G1.3003.tif,microscopy
LSDS-55_microscopy_G1.5.tif,G1.5,Ground,1,Cells,False,,LSDS-55_microscopy_G1.5.tif,microscopy
LSDS-55_microscopy_G1.5001.tif,G1.5,Ground,1,Cells,False,,LSDS-55_microscopy_G1.5001.tif,microscopy
LSDS-55_microscopy_G1.5002.tif,G1.5,Ground,1,Cells,False,,LSDS-55_microscopy_G1.5002.tif,microscopy
LSDS-55_microscopy_G1.5003.tif,G1.5,Ground,1,Cells,False,,LSDS-55_microscopy_G1.5003.tif,microscopy
LSDS-55_microscopy_G1.6.tif,G1.6,Ground,1,Cells,False,,LSDS-55_microscopy_G1.6.tif,microscopy
LSDS-55_microscopy_G1.6001.tif,G1.6,Ground,1,Cells,False,,LSDS-55_microscopy_G1.6001.tif,microscopy
LSDS-55_microscopy_G1.6002.tif,G1.6,Ground,1,Cells,False,,LSDS-55_microscopy_G1.6002.tif,microscopy
LSDS-55_microscopy_G1.6003.tif,G1.6,Ground,1,Cells,False,,LSDS-55_microscopy_G1.6003.tif,microscopy
LSDS-55_microscopy_G1.7.tif,G1.7,Ground,1,Cells,False,,LSDS-55_microscopy_G1.7.tif,microscopy
LSDS-55_microscopy_G1.7001.tif,G1.7,Ground,1,Cells,False,,LSDS-55_microscopy_G1.7001.tif,microscopy
LSDS-55_microscopy_G1.7002.tif,G1.7,Ground,1,Cells,False,,LSDS-55_microscopy_G1.7002.tif,microscopy
LSDS-55_microscopy_G1.7003.tif,G1.7,Ground,1,Cells,False,,LSDS-55_microscopy_G1.7003.tif,microscopy
LSDS-55_microscopy_G1.8.tif,G1.8,Ground,1,Cells,False,,LSDS-55_microscopy_G1.8.tif,microscopy
LSDS-55_microscopy_G1.8001.tif,G1.8,Ground,1,Cells,False,,LSDS-55_microscopy_G1.8001.tif,microscopy
LSDS-55_microscopy_G1.8002.tif,G1.8,Ground,1,Cells,False,,LSDS-55_microscopy_G1.8002.tif,microscopy
LSDS-55_microscopy_G1.8003.tif,G1.8,Ground,1,Cells,False,,LSDS-55_microscopy_G1.8003.tif,microscopy
LSDS-55_microscopy_G13.1.tif,G13.1,Ground,3,Cells,False,,LSDS-55_microscopy_G13.1.tif,microscopy
LSDS-55_microscopy_G13.1001.tif,G13.1,Ground,3,Cells,False,,LSDS-55_microscopy_G13.1001.tif,microscopy
LSDS-55_microscopy_G13.1002.tif,G13.1,Ground,3,Cells,False,,LSDS-55_microscopy_G13.1002.tif,microscopy
LSDS-55_microscopy_G13.1003.tif,G13.1,Ground,3,Cells,False,,LSDS-55_microscopy_G13.1003.tif,microscopy
LSDS-55_microscopy_G13.2.tif,G13.2,Ground,3,Cells,False,,LSDS-55_microscopy_G13.2.tif,microscopy
LSDS-55_microscopy_G13.2001.tif,G13.2,Ground,3,Cells,False,,LSDS-55_microscopy_G13.2001.tif,microscopy
LSDS-55_microscopy_G13.2002.tif,G13.2,Ground,3,Cells,False,,LSDS-55_microscopy_G13.2002.tif,microscopy
LSDS-55_microscopy_G13.2003.tif,G13.2,Ground,3,Cells,False,,LSDS-55_microscopy_G13.2003.tif,microscopy
LSDS-55_microscopy_G13.3.tif,G13.3,Ground,3,Cells,False,,LSDS-55_microscopy_G13.3.tif,microscopy
LSDS-55_microscopy_G13.3001.tif,G13.3,Ground,3,Cells,False,,LSDS-55_microscopy_G13.3001.tif,microscopy
LSDS-55_microscopy_G13.3002.tif,G13.3,Ground,3,Cells,False,,LSDS-55_microscopy_G13.3002.tif,microscopy
LSDS-55_microscopy_G13.3003.tif,G13.3,Ground,3,Cells,False,,LSDS-55_microscopy_G13.3003.tif,microscopy
LSDS-55_microscopy_G13.5.tif,G13.5,Ground,3,Cells,False,,LSDS-55_microscopy_G13.5.tif,microscopy
LSDS-55_microscopy_G13.5001.tif,G13.5,Ground,3,Cells,False,,LSDS-55_microscopy_G13.5001.tif,microscopy
LSDS-55_microscopy_G13.5002.tif,G13.5,Ground,3,Cells,False,,LSDS-55_microscopy_G13.5002.tif,microscopy
LSDS-55_microscopy_G13.5003.tif,G13.5,Ground,3,Cells,False,,LSDS-55_microscopy_G13.5003.tif,microscopy
LSDS-55_microscopy_G13.6.tif,G13.6,Ground,3,Cells,False,,LSDS-55_microscopy_G13.6.tif,microscopy
LSDS-55_microscopy_G13.6001.tif,G13.6,Ground,3,Cells,False,,LSDS-55_microscopy_G13.6001.tif,microscopy
LSDS-55_microscopy_G13.6002.tif,G13.6,Ground,3,Cells,False,,LSDS-55_microscopy_G13.6002.tif,microscopy
LSDS-55_microscopy_G13.6003.tif,G13.6,Ground,3,Cells,False,,LSDS-55_microscopy_G13.6003.tif,microscopy
LSDS-55_microscopy_G13.7.tif,G13.7,Ground,3,Cells,False,,LSDS-55_microscopy_G13.7.tif,microscopy
LSDS-55_microscopy_G13.7001.tif,G13.7,Ground,3,Cells,False,,LSDS-55_microscopy_G13.7001.tif,microscopy
LSDS-55_microscopy_G13.7002.tif,G13.7,Ground,3,Cells,False,,LSDS-55_microscopy_G13.7002.tif,microscopy
LSDS-55_microscopy_G13.7003.tif,G13.7,Ground,3,Cells,False,,LSDS-55_microscopy_G13.7003.tif,microscopy
LSDS-55_microscopy_G13.8.tif,G13.8,Ground,3,Cells,False,,LSDS-55_microscopy_G13.8.tif,microscopy
LSDS-55_microscopy_G13.8001.tif,G13.8,Ground,3,Cells,False,,LSDS-55_microscopy_G13.8001.tif,microscopy
LSDS-55_microscopy_G13.8002.tif,G13.8,Ground,3,Cells,False,,LSDS-55_microscopy_G13.8002.tif,microscopy
LSDS-55_microscopy_G13.8003.tif,G13.8,Ground,3,Cells,False,,LSDS-55_microscopy_G13.8003.tif,microscopy
LSDS-55_microscopy_G14.2.tif,G14.2,Ground,3,Cells,False,,LSDS-55_microscopy_G14.2.tif,microscopy
LSDS-55_microscopy_G14.2001.tif,G14.2,Ground,3,Cells,False,,LSDS-55_microscopy_G14.2001.tif,microscopy
LSDS-55_microscopy_G14.2002.tif,G14.2,Ground,3,Cells,False,,LSDS-55_microscopy_G14.2002.tif,microscopy
LSDS-55_microscopy_G14.2003.tif,G14.2,Ground,3,Cells,False,,LSDS-55_microscopy_G14.2003.tif,microscopy
LSDS-55_microscopy_G14.3.tif,G14.3,Ground,3,Cells,False,,LSDS-55_microscopy_G14.3.tif,microscopy
LSDS-55_microscopy_G14.3001.tif,G14.3,Ground,3,Cells,False,,LSDS-55_microscopy_G14.3001.tif,microscopy
LSDS-55_microscopy_G14.3002.tif,G14.3,Ground,3,Cells,False,,LSDS-55_microscopy_G14.3002.tif,microscopy
LSDS-55_microscopy_G14.3003.tif,G14.3,Ground,3,Cells,False,,LSDS-55_microscopy_G14.3003.tif,microscopy
LSDS-55_microscopy_G14.4.tif,G14.4,Ground,3,Cells,False,,LSDS-55_microscopy_G14.4.tif,microscopy
LSDS-55_microscopy_G14.4001.tif,G14.4,Ground,3,Cells,False,,LSDS-55_microscopy_G14.4001.tif,microscopy
LSDS-55_microscopy_G14.4002.tif,G14.4,Ground,3,Cells,False,,LSDS-55_microscopy_G14.4002.tif,microscopy
LSDS-55_microscopy_G14.4003.tif,G14.4,Ground,3,Cells,False,,LSDS-55_microscopy_G14.4003.tif,microscopy
LSDS-55_microscopy_G14.6.tif,G14.6,Ground,3,Cells,False,,LSDS-55_microscopy_G14.6.tif,microscopy
LSDS-55_microscopy_G14.6001.tif,G14.6,Ground,3,Cells,False,,LSDS-55_microscopy_G14.6001.tif,microscopy
LSDS-55_microscopy_G14.6002.tif,G14.6,Ground,3,Cells,False,,LSDS-55_microscopy_G14.6002.tif,microscopy
LSDS-55_microscopy_G14.6003.tif,G14.6,Ground,3,Cells,False,,LSDS-55_microscopy_G14.6003.tif,microscopy
LSDS-55_microscopy_G15.1.tif,G15.1,Ground,3,Cells,False,,LSDS-55_microscopy_G15.1.tif,microscopy
LSDS-55_microscopy_G15.1001.tif,G15.1,Ground,3,Cells,False,,LSDS-55_microscopy_G15.1001.tif,microscopy
LSDS-55_microscopy_G15.1002.tif,G15.1,Ground,3,Cells,False,,LSDS-55_microscopy_G15.1002.tif,microscopy
LSDS-55_microscopy_G15.1003.tif,G15.1,Ground,3,Cells,False,,LSDS-55_microscopy_G15.1003.tif,microscopy
LSDS-55_microscopy_G15.3.tif,G15.3,Ground,3,Cells,False,,LSDS-55_microscopy_G15.3.tif,microscopy
LSDS-55_microscopy_G15.3001.tif,G15.3,Ground,3,Cells,False,,LSDS-55_microscopy_G15.3001.tif,microscopy
LSDS-55_microscopy_G15.3002.tif,G15.3,Ground,3,Cells,False,,LSDS-55_microscopy_G15.3002.tif,microscopy
LSDS-55_microscopy_G15.4.tif,G15.4,Ground,3,Cells,False,,LSDS-55_microscopy_G15.4.tif,microscopy
LSDS-55_microscopy_G15.4001.tif,G15.4,Ground,3,Cells,False,,LSDS-55_microscopy_G15.4001.tif,microscopy
LSDS-55_microscopy_G15.4002.tif,G15.4,Ground,3,Cells,False,,LSDS-55_microscopy_G15.4002.tif,microscopy
LSDS-55_microscopy_G15.4003.tif,G15.4,Ground,3,Cells,False,,LSDS-55_microscopy_G15.4003.tif,microscopy
LSDS-55_microscopy_G15.5.tif,G15.5,Ground,3,Cells,False,,LSDS-55_microscopy_G15.5.tif,microscopy
LSDS-55_microscopy_G15.5001.tif,G15.5,Ground,3,Cells,False,,LSDS-55_microscopy_G15.5001.tif,microscopy
LSDS-55_microscopy_G15.5002.tif,G15.5,Ground,3,Cells,False,,LSDS-55_microscopy_G15.5002.tif,microscopy
LSDS-55_microscopy_G15.5003.tif,G15.5,Ground,3,Cells,False,,LSDS-55_microscopy_G15.5003.tif,microscopy
LSDS-55_microscopy_G15.6.tif,G15.6,Ground,3,Cells,False,,LSDS-55_microscopy_G15.6.tif,microscopy
LSDS-55_microscopy_G15.6001.tif,G15.6,Ground,3,Cells,False,,LSDS-55_microscopy_G15.6001.tif,microscopy
LSDS-55_microscopy_G15.6002.tif,G15.6,Ground,3,Cells,False,,LSDS-55_microscopy_G15.6002.tif,microscopy
LSDS-55_microscopy_G15.6003.tif,G15.6,Ground,3,Cells,False,,LSDS-55_microscopy_G15.6003.tif,microscopy
LSDS-55_microscopy_G15.7.tif,G15.7,Ground,3,Cells,False,,LSDS-55_microscopy_G15.7.tif,microscopy
LSDS-55_microscopy_G15.7001.tif,G15.7,Ground,3,Cells,False,,LSDS-55_microscopy_G15.7001.tif,microscopy
LSDS-55_microscopy_G15.7002.tif,G15.7,Ground,3,Cells,False,,LSDS-55_microscopy_G15.7002.tif,microscopy
LSDS-55_microscopy_G15.7003.tif,G15.7,Ground,3,Cells,False,,LSDS-55_microscopy_G15.7003.tif,microscopy
LSDS-55_microscopy_G2.1.tif,G2.1,Ground,1,Cells,False,,LSDS-55_microscopy_G2.1.tif,microscopy
LSDS-55_microscopy_G2.1001.tif,G2.1,Ground,1,Cells,False,,LSDS-55_microscopy_G2.1001.tif,microscopy
LSDS-55_microscopy_G2.1002.tif,G2.1,Ground,1,Cells,False,,LSDS-55_microscopy_G2.1002.tif,microscopy
LSDS-55_microscopy_G2.1003.tif,G2.1,Ground,1,Cells,False,,LSDS-55_microscopy_G2.1003.tif,microscopy
LSDS-55_microscopy_G2.2.tif,G2.2,Ground,1,Cells,False,,LSDS-55_microscopy_G2.2.tif,microscopy
LSDS-55_microscopy_G2.2001.tif,G2.2,Ground,1,Cells,False,,LSDS-55_microscopy_G2.2001.tif,microscopy
LSDS-55_microscopy_G2.3.tif,G2.3,Ground,1,Cells,False,,LSDS-55_microscopy_G2.3.tif,microscopy
LSDS-55_microscopy_G2.3001.tif,G2.3,Ground,1,Cells,False,,LSDS-55_microscopy_G2.3001.tif,microscopy
LSDS-55_microscopy_G2.3002.tif,G2.3,Ground,1,Cells,False,,LSDS-55_microscopy_G2.3002.tif,microscopy
LSDS-55_microscopy_G2.3003.tif,G2.3,Ground,1,Cells,False,,LSDS-55_microscopy_G2.3003.tif,microscopy
LSDS-55_microscopy_G2.4.tif,G2.4,Ground,1,Cells,False,,LSDS-55_microscopy_G2.4.tif,microscopy
LSDS-55_microscopy_G2.4003.tif,G2.4,Ground,1,Cells,False,,LSDS-55_microscopy_G2.4003.tif,microscopy
LSDS-55_microscopy_G2.6.tif,G2.6,Ground,1,Cells,False,,LSDS-55_microscopy_G2.6.tif,microscopy
LSDS-55_microscopy_G2.6001.tif,G2.6,Ground,1,Cells,False,,LSDS-55_microscopy_G2.6001.tif,microscopy
LSDS-55_microscopy_G3.2.tif,G3.2,Ground,1,Cells,False,,LSDS-55_microscopy_G3.2.tif,microscopy
LSDS-55_microscopy_G3.2001.tif,G3.2,Ground,1,Cells,False,,LSDS-55_microscopy_G3.2001.tif,microscopy
LSDS-55_microscopy_G3.2002.tif,G3.2,Ground,1,Cells,False,,LSDS-55_microscopy_G3.2002.tif,microscopy
LSDS-55_microscopy_G3.2003.tif,G3.2,Ground,1,Cells,False,,LSDS-55_microscopy_G3.2003.tif,microscopy
LSDS-55_microscopy_G3.4.tif,G3.4,Ground,1,Cells,False,,LSDS-55_microscopy_G3.4.tif,microscopy
LSDS-55_microscopy_G3.4001.tif,G3.4,Ground,1,Cells,False,,LSDS-55_microscopy_G3.4001.tif,microscopy
LSDS-55_microscopy_G3.4002.tif,G3.4,Ground,1,Cells,False,,LSDS-55_microscopy_G3.4002.tif,microscopy
LSDS-55_microscopy_G3.4003.tif,G3.4,Ground,1,Cells,False,,LSDS-55_microscopy_G3.4003.tif,microscopy
LSDS-55_microscopy_G3.5.tif,G3.5,Ground,1,Cells,False,,LSDS-55_microscopy_G3.5.tif,microscopy
LSDS-55_microscopy_G3.5001.tif,G3.5,Ground,1,Cells,False,,LSDS-55_microscopy_G3.5001.tif,microscopy
LSDS-55_microscopy_G3.5002.tif,G3.5,Ground,1,Cells,False,,LSDS-55_microscopy_G3.5002.tif,microscopy
LSDS-55_microscopy_G3.5003.tif,G3.5,Ground,1,Cells,False,,LSDS-55_microscopy_G3.5003.tif,microscopy
LSDS-55_microscopy_G3.6.tif,G3.6,Ground,1,Cells,False,,LSDS-55_microscopy_G3.6.tif,microscopy
LSDS-55_microscopy_G3.6001.tif,G3.6,Ground,1,Cells,False,,LSDS-55_microscopy_G3.6001.tif,microscopy
LSDS-55_microscopy_G3.6002.tif,G3.6,Ground,1,Cells,False,,LSDS-55_microscopy_G3.6002.tif,microscopy
LSDS-55_microscopy_G3.6003.tif,G3.6,Ground,1,Cells,False,,LSDS-55_microscopy_G3.6003.tif,microscopy
LSDS-55_microscopy_G3.7.tif,G3.7,Ground,1,Cells,False,,LSDS-55_microscopy_G3.7.tif,microscopy
LSDS-55_microscopy_G3.7002.tif,G3.7,Ground,1,Cells,False,,LSDS-55_microscopy_G3.7002.tif,microscopy
LSDS-55_microscopy_G3.7003.tif,G3.7,Ground,1,Cells,False,,LSDS-55_microscopy_G3.7003.tif,microscopy
LSDS-55_microscopy_G7.1.tif,G7.1,Ground,2,Cells,False,,LSDS-55_microscopy_G7.1.tif,microscopy
LSDS-55_microscopy_G7.1001.tif,G7.1,Ground,2,Cells,False,,LSDS-55_microscopy_G7.1001.tif,microscopy
LSDS-55_microscopy_G7.1002.tif,G7.1,Ground,2,Cells,False,,LSDS-55_microscopy_G7.1002.tif,microscopy
LSDS-55_microscopy_G7.1003.tif,G7.1,Ground,2,Cells,False,,LSDS-55_microscopy_G7.1003.tif,microscopy
LSDS-55_microscopy_G7.2.tif,G7.2,Ground,2,Cells,False,,LSDS-55_microscopy_G7.2.tif,microscopy
LSDS-55_microscopy_G7.2001.tif,G7.2,Ground,2,Cells,False,,LSDS-55_microscopy_G7.2001.tif,microscopy
LSDS-55_microscopy_G7.2002.tif,G7.2,Ground,2,Cells,False,,LSDS-55_microscopy_G7.2002.tif,microscopy
LSDS-55_microscopy_G7.2003.tif,G7.2,Ground,2,Cells,False,,LSDS-55_microscopy_G7.2003.tif,microscopy
LSDS-55_microscopy_G7.3.tif,G7.3,Ground,2,Cells,False,,LSDS-55_microscopy_G7.3.tif,microscopy
LSDS-55_microscopy_G7.3001.tif,G7.3,Ground,2,Cells,False,,LSDS-55_microscopy_G7.3001.tif,microscopy
LSDS-55_microscopy_G7.3002.tif,G7.3,Ground,2,Cells,False,,LSDS-55_microscopy_G7.3002.tif,microscopy
LSDS-55_microscopy_G7.3003.tif,G7.3,Ground,2,Cells,False,,LSDS-55_microscopy_G7.3003.tif,microscopy
LSDS-55_microscopy_G7.5.tif,G7.5,Ground,2,Cells,False,,LSDS-55_microscopy_G7.5.tif,microscopy
LSDS-55_microscopy_G7.5001.tif,G7.5,Ground,2,Cells,False,,LSDS-55_microscopy_G7.5001.tif,microscopy
LSDS-55_microscopy_G7.5002.tif,G7.5,Ground,2,Cells,False,,LSDS-55_microscopy_G7.5002.tif,microscopy
LSDS-55_microscopy_G7.5003.tif,G7.5,Ground,2,Cells,False,,LSDS-55_microscopy_G7.5003.tif,microscopy
LSDS-55_microscopy_G7.6.tif,G7.6,Ground,2,Cells,False,,LSDS-55_microscopy_G7.6.tif,microscopy
LSDS-55_microscopy_G7.6001.tif,G7.6,Ground,2,Cells,False,,LSDS-55_microscopy_G7.6001.tif,microscopy
LSDS-55_microscopy_G7.6003.tif,G7.6,Ground,2,Cells,False,,LSDS-55_microscopy_G7.6003.tif,microscopy
LSDS-55_microscopy_G7.7.tif,G7.7,Ground,2,Cells,False,,LSDS-55_microscopy_G7.7.tif,microscopy
LSDS-55_microscopy_G7.7001.tif,G7.7,Ground,2,Cells,False,,LSDS-55_microscopy_G7.7001.tif,microscopy
LSDS-55_microscopy_G7.7002.tif,G7.7,Ground,2,Cells,False,,LSDS-55_microscopy_G7.7002.tif,microscopy
LSDS-55_microscopy_G7.7003.tif,G7.7,Ground,2,Cells,False,,LSDS-55_microscopy_G7.7003.tif,microscopy
LSDS-55_microscopy_G7.8.tif,G7.8,Ground,2,Cells,False,,LSDS-55_microscopy_G7.8.tif,microscopy
LSDS-55_microscopy_G7.8001.tif,G7.8,Ground,2,Cells,False,,LSDS-55_microscopy_G7.8001.tif,microscopy
LSDS-55_microscopy_G7.8002.tif,G7.8,Ground,2,Cells,False,,LSDS-55_microscopy_G7.8002.tif,microscopy
LSDS-55_microscopy_G7.8003.tif,G7.8,Ground,2,Cells,False,,LSDS-55_microscopy_G7.8003.tif,microscopy
LSDS-55_microscopy_G8.1.tif,G8.1,Ground,2,Cells,False,,LSDS-55_microscopy_G8.1.tif,microscopy
LSDS-55_microscopy_G8.1001.tif,G8.1,Ground,2,Cells,False,,LSDS-55_microscopy_G8.1001.tif,microscopy
LSDS-55_microscopy_G8.1002.tif,G8.1,Ground,2,Cells,False,,LSDS-55_microscopy_G8.1002.tif,microscopy
LSDS-55_microscopy_G8.1003.tif,G8.1,Ground,2,Cells,False,,LSDS-55_microscopy_G8.1003.tif,microscopy
LSDS-55_microscopy_G8.2.tif,G8.2,Ground,2,Cells,False,,LSDS-55_microscopy_G8.2.tif,microscopy
LSDS-55_microscopy_G8.2001.tif,G8.2,Ground,2,Cells,False,,LSDS-55_microscopy_G8.2001.tif,microscopy
LSDS-55_microscopy_G8.2002.tif,G8.2,Ground,2,Cells,False,,LSDS-55_microscopy_G8.2002.tif,microscopy
LSDS-55_microscopy_G8.2003.tif,G8.2,Ground,2,Cells,False,,LSDS-55_microscopy_G8.2003.tif,microscopy
LSDS-55_microscopy_G8.3.tif,G8.3,Ground,2,Cells,False,,LSDS-55_microscopy_G8.3.tif,microscopy
LSDS-55_microscopy_G8.3001.tif,G8.3,Ground,2,Cells,False,,LSDS-55_microscopy_G8.3001.tif,microscopy
LSDS-55_microscopy_G8.3002.tif,G8.3,Ground,2,Cells,False,,LSDS-55_microscopy_G8.3002.tif,microscopy
LSDS-55_microscopy_G8.3003.tif,G8.3,Ground,2,Cells,False,,LSDS-55_microscopy_G8.3003.tif,microscopy
LSDS-55_microscopy_G8.4.tif,G8.4,Ground,2,Cells,False,,LSDS-55_microscopy_G8.4.tif,microscopy
LSDS-55_microscopy_G8.4001.tif,G8.4,Ground,2,Cells,False,,LSDS-55_microscopy_G8.4001.tif,microscopy
LSDS-55_microscopy_G8.4002.tif,G8.4,Ground,2,Cells,False,,LSDS-55_microscopy_G8.4002.tif,microscopy
LSDS-55_microscopy_G8.4003.tif,G8.4,Ground,2,Cells,False,,LSDS-55_microscopy_G8.4003.tif,microscopy
LSDS-55_microscopy_G8.6.tif,G8.6,Ground,2,Cells,False,,LSDS-55_microscopy_G8.6.tif,microscopy
LSDS-55_microscopy_G8.6001.tif,G8.6,Ground,2,Cells,False,,LSDS-55_microscopy_G8.6001.tif,microscopy
LSDS-55_microscopy_G8.6002.tif,G8.6,Ground,2,Cells,False,,LSDS-55_microscopy_G8.6002.tif,microscopy
LSDS-55_microscopy_G8.6003.tif,G8.6,Ground,2,Cells,False,,LSDS-55_microscopy_G8.6003.tif,microscopy
LSDS-55_microscopy_G8.6004.tif,G8.6,Ground,2,Cells,False,,LSDS-55_microscopy_G8.6004.tif,microscopy
LSDS-55_microscopy_G8.6005.tif,G8.6,Ground,2,Cells,False,,LSDS-55_microscopy_G8.6005.tif,microscopy
LSDS-55_microscopy_G8.7.tif,G8.7,Ground,2,Cells,False,,LSDS-55_microscopy_G8.7.tif,microscopy
LSDS-55_microscopy_G8.7001.tif,G8.7,Ground,2,Cells,False,,LSDS-55_microscopy_G8.7001.tif,microscopy
LSDS-55_microscopy_G8.7002.tif,G8.7,Ground,2,Cells,False,,LSDS-55_microscopy_G8.7002.tif,microscopy
LSDS-55_microscopy_G8.7003.tif,G8.7,Ground,2,Cells,False,,LSDS-55_microscopy_G8.7003.tif,microscopy
LSDS-55_microscopy_G9.1.tif,G9.1,Ground,2,Cells,False,,LSDS-55_microscopy_G9.1.tif,microscopy
LSDS-55_microscopy_G9.1001.tif,G9.1,Ground,2,Cells,False,,LSDS-55_microscopy_G9.1001.tif,microscopy
LSDS-55_microscopy_G9.1002.tif,G9.1,Ground,2,Cells,False,,LSDS-55_microscopy_G9.1002.tif,microscopy
LSDS-55_microscopy_G9.1003.tif,G9.1,Ground,2,Cells,False,,LSDS-55_microscopy_G9.1003.tif,microscopy
LSDS-55_microscopy_G9.2.tif,G9.2,Ground,2,Cells,False,,LSDS-55_microscopy_G9.2.tif,microscopy
LSDS-55_microscopy_G9.2001.tif,G9.2,Ground,2,Cells,False,,LSDS-55_microscopy_G9.2001.tif,microscopy
LSDS-55_microscopy_G9.2002.tif,G9.2,Ground,2,Cells,False,,LSDS-55_microscopy_G9.2002.tif,microscopy
LSDS-55_microscopy_G9.2003.tif,G9.2,Ground,2,Cells,False,,LSDS-55_microscopy_G9.2003.tif,microscopy
LSDS-55_microscopy_G9.4.tif,G9.4,Ground,2,Cells,False,,LSDS-55_microscopy_G9.4.tif,microscopy
LSDS-55_microscopy_G9.4001.tif,G9.4,Ground,2,Cells,False,,LSDS-55_microscopy_G9.4001.tif,microscopy
LSDS-55_microscopy_G9.5.tif,G9.5,Ground,2,Cells,False,,LSDS-55_microscopy_G9.5.tif,microscopy
LSDS-55_microscopy_G9.5001.tif,G9.5,Ground,2,Cells,False,,LSDS-55_microscopy_G9.5001.tif,microscopy
LSDS-55_microscopy_G9.5002.tif,G9.5,Ground,2,Cells,False,,LSDS-55_microscopy_G9.5002.tif,microscopy
LSDS-55_microscopy_G9.5003.tif,G9.5,Ground,2,Cells,False,,LSDS-55_microscopy_G9.5003.tif,microscopy
LSDS-55_microscopy_G9.6.tif,G9.6,Ground,2,Cells,False,,LSDS-55_microscopy_G9.6.tif,microscopy
LSDS-55_microscopy_G9.6001.tif,G9.6,Ground,2,Cells,False,,LSDS-55_microscopy_G9.6001.tif,microscopy
LSDS-55_microscopy_G9.6002.tif,G9.6,Ground,2,Cells,False,,LSDS-55_microscopy_G9.6002.tif,microscopy
LSDS-55_microscopy_G9.6003.tif,G9.6,Ground,2,Cells,False,,LSDS-55_microscopy_G9.6003.tif,microscopy
LSDS-55_microscopy_G9.7.tif,G9.7,Ground,2,Cells,False,,LSDS-55_microscopy_G9.7.tif,microscopy
LSDS-55_microscopy_G9.7001.tif,G9.7,Ground,2,Cells,False,,LSDS-55_microscopy_G9.7001.tif,microscopy
LSDS-55_microscopy_G9.7002.tif,G9.7,Ground,2,Cells,False,,LSDS-55_microscopy_G9.7002.tif,microscopy
LSDS-55_microscopy_G9.7003.tif,G9.7,Ground,2,Cells,False,,LSDS-55_microscopy_G9.7003.tif,microscopy
LSDS-55_microscopy_G9.8.tif,G9.8,Ground,2,Cells,False,,LSDS-55_microscopy_G9.8.tif,microscopy
LSDS-55_microscopy_G9.8001.tif,G9.8,Ground,2,Cells,False,,LSDS-55_microscopy_G9.8001.tif,microscopy
LSDS-55_microscopy_G9.8002.tif,G9.8,Ground,2,Cells,False,,LSDS-55_microscopy_G9.8002.tif,microscopy
LSDS-55_microscopy_G9.8003.tif,G9.8,Ground,2,Cells,False,,LSDS-55_microscopy_G9.8003.tif,microscopy
LSDS-55_microscopy_G13.4002.tif,G13.4,Ground,,,False,,LSDS-55_microscopy_G13.4002.tif,microscopy
LSDS-55_microscopy_G13.4003.tif,G13.4,Ground,,,False,,LSDS-55_microscopy_G13.4003.tif,microscopy
LSDS-55_microscopy_G14.1001.tif,G14.1,Ground,,,False,,LSDS-55_microscopy_G14.1001.tif,microscopy
LSDS-55_microscopy_G14.1002.tif,G14.1,Ground,,,False,,LSDS-55_microscopy_G14.1002.tif,microscopy
LSDS-55_microscopy_G14.1003.tif,G14.1,Ground,,,False,,LSDS-55_microscopy_G14.1003.tif,microscopy
LSDS-55_microscopy_G14.5002.tif,G14.5,Ground,,,False,,LSDS-55_microscopy_G14.5002.tif,microscopy
LSDS-55_microscopy_G14.5003.tif,G14.5,Ground,,,False,,LSDS-55_microscopy_G14.5003.tif,microscopy
LSDS-55_microscopy_G14.8001.tif,G14.8,Ground,,,False,,LSDS-55_microscopy_G14.8001.tif,microscopy
LSDS-55_microscopy_G14.8002.tif,G14.8,Ground,,,False,,LSDS-55_microscopy_G14.8002.tif,microscopy
